Title,Location,Company,Salary,Sponsored,Description
Artificial Intelligence Programmer - Prophoenix Technologies...,"Chennai, Tamil Nadu",Careerera,"₹2,00,000 - ₹6,00,000 a year",Organic,"Experience 2 - 5 Years
Salary 2 LPA - 6 LPA
Job Location Chennai
Industry:
IT-Software / Software Services
Keywords:
Artificial Intelligence
About Job:
1. Overall 5+ years of experience in Software Development and 3+ in Artificial Intelligence, Data Science Projects

2. Exceptional programming skills in Python, Machine Language, Natural Language Processing and SDLC Process.

3. Strong in data Analysis, writing Complex SQL Queries.

4. Should have good knowledge in advance coding
5. Should possess team leadership and communication skills

6. Product development experience is an added advantage.
Details:
Job Type: Permanent
Job Location: Sholinganallur, Chennai
If you are interested for this openings Please send your updated profiles to this email id divya@prophoenix.com or Call 9003999597 with details."
Business Development Intern,"Pune, Maharashtra",Embold Technologies GmbH,None,Organic,"IMPACT DESCRIPTION
Are you a marketing enthusiast, willing to start their career in marketing? Are you willing to introduce and market a world class software product to prospective buyers? Join us in our drive to make robust products to our customers
YOUR PROFILE
WHAT WILL YOU BE RESPONSIBLE FOR
Following up with less probable leads after events. After every event, many leads are generated 70-80% are usually less probable leads, which can be followed up
Working on salesforce update with leads & business cards
Working on the documentation of some of the sales activities
Helping lead generation over LinkedIn
Helping create sales contentEscorts Crop
Helping create different pitches for different customer groups

WHO CAN APPLY

Only those candidates can apply who:
are available for full time (in-office) internship
can start the internship between 16th Dec'19 and 22nd Jan'20
are available for duration of 6 months
are from Pune and neighboring cities
have relevant skills and interests
** Women willing to start/restart their career can also apply.

OTHER REQUIREMENT

Only those candidates can apply who:
are available for full time (in-office) internship
can start the internship between 16th Dec'19 and 22nd Jan'20
are available for duration of 6 months
are from Pune and neighboring cities
have relevant skills and interests
PERKS

Certificate, Informal dress code, 5 days a week, Free snacks & beverages.
CONTACT US
Embold Software Pvt.Ltd
HR India
Office No. 302-303,
Third Floor, Pride House,
Pune University Road, Chattushringi,
Pune- 411016
India

E-Mail: hrindia@embold.io
ABOUT US
Our Vision is to change the Paradigm of Software Development by helping our users to create great software products.
We develop the infrastructure and tools that fuel the transformation of software development with the power of artificial intelligence and support our customers in dealing with complex challenges in their software development processes with our software analytics platform."
SOC L2 Analyst,"Pune, Maharashtra",Nuance,None,Organic,"Company Overview / PrÃ©sentation de lâentreprise::
Nuance is the pioneer and leader in conversational artificial intelligence (AI) innovations that bring intelligence to everyday work and life. We deliver solutions that understand, analyze, and respond to people, amplifying human intelligence to increase productivity and improve security. With decades of both domain and AI expertise, we work with thousands of organizations across a wide range of industries.

Join our team! At Nuance, we are constantly reinventing how people connect with technology and with each other. Our AI-powered solutions empower organizations to transform “business as usual.” For decades, the world’s leading financial, healthcare, telecommunications, retailers, and government organizations have trusted Nuance to bring them award-winning solutions that deliver more meaningful outcomes and empower a smarter, more connected world. From clinical speech recognition technologies that free physicians to spend more time caring for patients to real-time intelligence that powers billions of customer interactions, we’re deeply committed to helping organizations push the boundaries of what’s possible.
Job Summary / Sommaire du poste: :
Position Summary
The security analyst, Level 2, works within the SOC (Security Operations Center) and is responsible for the monitoring of systems, investigating root causes, and coordinating with Level 1 and 3 engineers for analysis and response.
The security analyst works using log data as well as many security tools, and ticketing systems.

Roles
Monitor alerts automatically generated by security systems
Monitor threats and new attack techniques being disclosed in the wild
Investigate events to determine if they are true events or false positives
Communicate policies with end-users
Create new ways to search for potentially suspicious events on systems
Participate in projects to improve security monitoring toolkits as well as to improve defensive controls
Provide different types of data to measure security and compliance
Ability to identify, recognize, respond and troubleshoot security issues in a timely manner, including experience performing malware analysis

Qualifications
5 years of information security monitoring and response or related experience.
Knowledge of a variety of Internet protocols.
Knowledge of a variety of Operating systems (Linux, Macos, Windows…).
Experience in analyzing security logs generated by Intrusion Detection/Prevention Systems (IDS/IPS), firewalls, network flow systems, Anti-Virus, and/or other security logging sources in correlation with vulnerability analysis
Experience performing security analysis utilizing SIEM technologies.
Experience in scripting and / or programming language.
Ability to multi-task under strict deadlines.
Great planning, interpersonal, verbal and written communication skills.
Track record of acting with integrity, taking pride in work, seeking to excel, being curious and adaptable, and communicating effectively.
A demonstrated passion towards information security.
Education: Bachelor's Degree in Computer Science or equivalent experience
Certifications can be considered a plus if applicable (CISSP, SANS GIAC…)

This job may not be for you...
If you don’t manage pressure well
If you can’t work on shift
If you need a lot of well-established procedures and runbooks before you can make a decision

A typical day
30%, Triage
Handle security alerts queue, make first assessment, decide if false-positive, more investigation needed or escalation needed
30%, Processing alerts
Analyzing security alerts and events logfiles, packet captures, system logs...
10%, Projects
Work on SOC & security projects
20%, improve, threat hunting
Research undetected attacker
Educate and improve security awareness of internal staff
New ideas

Within one, three, six and twelve months...
You will get your access, shadow team, present an astonishment report
Handle alerts, play in wheel of misfortune exercises
Contribute to the continuous improvement of SOC, support and learn incident commander during major incidents
Make the SOC a great place to work and detect & respond alerts.

A note on experience
We understand that experience and educations come in different forms. Many skills are transferable, and passion goes a long way. We want you to show us your dedication, impact and teamwork. We want you to learn new things too.
We encourage you to apply if your experience is close.
Additional Information / Informations additionnelles::
Nuance offers a compelling and rewarding work environment. We offer market competitive salaries, bonus, equity, benefits, meaningful growth and development opportunities and a casual yet technically challenging work environment. Join our dynamic, entrepreneurial team and become part of our continuing success."
Regional Systems Engineer,"Bengaluru, Karnataka","Cylance, Inc.",None,Organic,"Worker Sub-Type:
Regular
Job Description:
WHO WE ARE
Cylance is one of the fastest growing companies in the history of cybersecurity. By successfully applying artificial intelligence and machine learning to crack the DNA of malware, Cylance has redefined the endpoint protection market, garnered acclaim from industry analysts and won numerous awards including “Best Emerging Vendor” from SC Magazine. If you have the passion and desire to disrupt industries, protect the world from cyberattacks, and be at the forefront of a revolutionary new technology, we want you to join us!
THE POSITION
Cylance is seeking a Security Consultant to deliver security services and work with customers to operationalize and optimize CylancePROTECT® in the customer environment. This position will require up to 80% domestic and international travel to client sites as needed.
WHAT YOU WILL DO
Work with customers to implement and tune all aspects of CylancePROTECT following a proven process
Train customers on solution best practices
Assist customers in dealing with threats and other findings like malware and potentially unwanted programs
Bachelor’s degree preferred
WHO WE ARE LOOKING FOR
Bachelor degree holder with 4+ years of previous experience as a security consultant, security engineer or endpoint security admin
Must be able to demonstrate your experience
Solid understanding of endpoint security, network/general security and AV/malware industry
Ability to plan, develop and execute solution deployments
Demonstrate excellent communications skills, both oral and written
Experience working with diverse professional clientele with varying skill levels and technical experience/competency
Ability to partner with internal resources outside of department in a collaborative and beneficial manner
Ability to research highly technical topics, pull together various sources into one concise document and explain technical details clearly and concisely
Excellent time management skills
Flexible and adaptable self-starter with strong relationship-building skills
Must have a passion for your work and an ability to apply that passion to both daily tasks and larger projects
Collaborative and team-oriented attitude
Effective problem-solving capabilities
Takes initiative and approaches all tasks and projects proactively
Ability to prioritize and complete multiple tasks with little to no supervision
Intellectual curiosity, humility, accountability and positive approach
Requires the ability to work independently with substantial latitude for action and decision while maintaining focus on achieving optimal outcomes as part of a collaborative development effort
ABOVE AND BEYOND
Python and PowerShell scripting
WHAT WE NEED FROM YOU TO APPLY
Current resume
#LI-JC1
Job Family Group Name:
Professional Services & Consulting
Scheduled Weekly Hours:
40"
Physical Design Manager,"Bengaluru, Karnataka",Ampere Computing,None,Organic,"Ampere is designing the future of hyperscale cloud and edge computing with its 64-bit Arm server processor architecture. Born in and built for the cloud with a modern architecture, Ampere gives customers the freedom to accelerate the delivery of the most memory-intensive applications such as artificial intelligence, big data, machine learning and databases in the cloud. The Ampere eMAG family of products delivers the highest memory throughput and lowest TCO tailored for the emerging growth of cloud computing and next-generation data centers.
Our Story
Like the scientist behind its name, Ampere employees are innovators. We understand the needs of cloud computing and different software requirements. We are inventing what comes next and looking at everything from the structure of memory and how efficient the system is, to considerations on speed, cost of electricity and ability to cool. Power, size, weight and cost are driving the technology requirements and the innovation to come.
Our world class team of engineers, with depth and expertise in the cloud and semiconductor industries, is not only focused on the development of new semiconductor designs but also building out the first software ecosystem for Arm®-based server processors. Through the Ampere approach to the cloud and edge, we give our customers the freedom to challenge the status quo and accelerate next-generation data centers for the most memory-intensive applications. Given the challenge we have outlined, we are building a culture of entrepreneurs that ensure customers come first, proactively approaching industry challenges in the areas of security, power and performance, delivering results that matter most.
Job Description:
Physical design and implementation of high-speed components of the processor complex. Participating in the efforts of establishing physical design methodologies, flow automation, RTL synthesis, chip and block floorplan, power/clock distribution, P&R, timing closure, EM/IR analysis, LVS/DRC for tapeout in a very vertical oriented design team.

Responsibilities:
Responsibilities will include Synthesis, P&R, IR/EM, STA, Physical Verification flow development/automation, physical verification, IR/EM analysis, design reviews, IP-characterization, Spice simulation based analysis etc
Work with multiple sites in a team environment particularly with offices in the US.
Work with Physical-design/Physical-design-verification engineers to fix flow related issues and make improvements to the flow as needed.
Requirements:
BS/MS in EE or equivalent required with 12+ years of experience in physical design
Previous experience in taping out designs in 7nm/16nm technology nodes.
SDC implementation and validation, Synthesis flows and methodology.
Strong hands-on experience in floor planning, clock tree synthesis, timing closure, signal integrity, IR drop analysis, ECO implementation, and physical design
Experience in low-power design, custom placement and implementation of high-speed (>2 GHz) datapaths and clocks.
Strong hands-on physical verification (Caliber LVS/DRC). Work with LEF/GDS issue with IP, library and PDK.
Knowledge of all aspects of chip development process with proficiency in backend design tools and methodologies.
Coding in scripting languages such as Perl, Tcl, UNIX shell, Makefiles, etc.
Experience in interfacing with logic designers and solving complex timing paths.
Experience in industry standard physical design and analysis tools.
Experience in managing a team of engineers to execute the various physical design tasks.
Self-driven individual and a good team player."
Data Architect - Technology & Innovation,"Chennai, Tamil Nadu",Standard Chartered,None,Organic,"Job: Technology
Primary Location: ASEAN & South Asia-India-Chennai
Schedule: Full-time
Employee Status: Permanent
Posting Date: 09/Dec/2019
Unposting Date: Ongoing
About Standard Chartered
We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.


To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.


We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.



Purpose:
The COO Business Services & Controls team require a Data Architect to provide vision, leadership, analysis, and design expertise in creating and executing an Enterprise Data Strategy for Group COO Projects in the bank.
The successful candidate should own all data modelling aspects of integrating Bank Service Catalogue data with any new data sources specific to Group COO and support Senior Project Manager in all aspects of data delivery.

Key Roles and Responsibilities:
Create Data Strategy for Group COO based on banks standard architecture, collaborate with technology (CDO) and management teams to understand structural requirements and define standards for how data will be stored, consumed, integrated, and managed across the program.
Develop, maintain, and evangelize data architecture using Knowledge Graph and Semantic Technologies
Work with business analysts, CDO, source system support teams, and other partners to prioritize and drive the data deliverables across multiple data platform efforts such as data acquisition, data modelling, data distribution , data analytics and reporting.
Work closely with business leaders, proactively communicating and collaborating with them throughout the entire delivery lifecycle
Provide leadership and guidance for developing and maintaining data architecture and DQMF standards which adhere to industry best practices.
Articulate the trade-offs, benefits and risks of all architecture and design solutions as in when required.
Collaborate closely with ITO/CDO and business partners to define and implement effective and efficient solutions to business challenges and opportunities that require data management or data analytics involvement.
Possess strong understanding of data modelling tools and standards, ETL tools, and big data technologies.
Create a culture of data transparency and data-driven decision making by listening for the pain points and concretely showing how you can solve them;.
Work with the development teams in iterative sprints to implement the model and optimize the performance and scalability of the system through to production
Clear and concise communication, interpersonal, organizational and team building skills, business judgment, and proven leadership
This role highly require candidate with strong data management, data analytics and data visualisation expertise.

Qualifications:
10+ years exp hands on data architecture, data integration, business intelligence and data analysis technologies
At least 5+ years of exp in leading data delivery teams with architect capacity
In-depth understanding of data integration best practices, leading industry applications & features such as master data management, entity resolution, data quality assessment, metadata management etc.
Strong people management skills, including the ability to provide candid constructive feedback to analysts and project team members with a focus on accountability and development for team and self
Must be comfortable working with all project stakeholders including business users, architects, project managers, business analysts, developers, test analysts, and production support team
Able to creatively apply analytical solutions to business problems and can think out of the box in adapting to changes.
Ability to work under constant pressure to tight deadlines and deliver high quality output.
Certification in TOGAF highly desired.

Skills:
Documentation –Data Strategy/Target Data Architecture/Data Classification/Reference Architecture/Data Quality framework etc.
Artefacts – Business capability models, future-state architecture, roadmaps , conceptual data models , business context diagrams etc.
Process/Data Modelling – Knowledge Graph , Semantic Graph.
Project Management Methodologies - Waterfall SDLC, Agile, Scrum etc.
Strong data architecture skills using Big Data (Hive , Spark , HBase , Hadoop , kakfa, Solr) , SQL , NOSQL , Microstrategy or Tableau.
Experience in building conversational BI / Artificial Intelligence /Machine Learning highly desired.
Proven Experience in Data Architecture , Data Management and Data Quality Management techniques.
Stakeholder Management / Analysis
Presentation Skills – Data Story telling using visualisations is must
Soft Skills - Communication/Negotiation/Relationship Building/Influencing


Apply now to join the Bank for those with big career ambitions.


To view information on our benefits including our flexible working please visit our career pages."
Data Analytics and Interpretation Openings in Mumbai,"Mumbai, Maharashtra",ICS Consultancy Services,"₹10,00,000 - ₹25,00,000 a year",Organic,"Roles and responsibilities for Data Analytics and Interpretation Openings in Mumbai
: Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements. Must have Skills : Data Analytics and Interpretation Good to Have Skills : Python Scripting Job Requirements : Key Responsibilities : A:Requirement Analysis and Development using ML technologies B:Unit and Integration testing of developed code C:Application build and deployment on Dev, IST and UAT servers Technical Experience : A:Hands-on experience in python libraries like scikit-learn,scipy, Pandas, Keras, numpy, seaborn, matplotlib, genism, spacy etc B:Experience building machine learning, artificial intelligence and Natural Language Processing algorithms in Python C:Well-versed with Linear and logistic Regression , Generalized Linear Model, Gradient Boosting and Decision Trees D:Proficient in SAS, SQL and R Professional Experience : A:Good communication skills to be able to function remotely B:Should be able to work with minimal supervision C:Should have excellent problem solving and analytical skill Educational Qualification: Additional Info :
Job Details
Job Role
: All Roles
Industry Sector
: IT-Software/Software Services
Functional Area
: All Functions
Desired Profile
Profile Description
:N/A
Experience
: 3 - 10 (Years)
.
.
Education Details
UG Course
: B.Tech/B.E
UG Specialization
: N/A
PG Course
: M.Tech
PG Specialization
: N/A"
Senior Manager - Data Science,"Bengaluru, Karnataka",Oracle,None,Organic,"Senior Manager - Data Science-190016KL

Preferred Qualifications
Senior Manager, Data Science


Oracle Applications Labs (OAL) runs Oracle software that runs Oracle. OAL is responsible for implementing, running, and improving nearly all of Oracle's Enterprise On-Premise and Cloud Applications. We use Oracle’s business requirements as a ""test bed"" for innovation. We often are ahead of the standard product road map and build extensions and custom applications to meet the needs of our 120,000-employee, Fortune 100 Company. Once proven, our ideas and innovations quickly find their way back into the core product. We also ensure that Oracle is always Oracle’s best reference for our enterprise applications and analytics solutions and platforms.

We are seeking to grow the data science capabilities with brilliant and diverse individuals with exceptional technical ability. This is a challenging role that will stretch your knowledge and curiosity, while at the same time is a great opportunity to learn new skills and work within an unusually talented, global community at Oracle

As a Senior Manager of Data Science, you will be responsible for driving the top-level data science strategy for OAL. You will be the go-to person and provide guidance to enable Machine Leaning, Deep Learning, and AI development and be a hands-on person inventing advanced innovative algorithm. You will be defining reference architecture, ML/DL life-cycle, technical platform, and development processes that helps other OAL teams to enable data science capabilities for their application and analytical solutions. You will be a team player who is eager to both teach and learn daily, that is proactive and self-motivated and has excellent communication skills.



Key Responsibilities:
Hire, lead and coach a team of data scientists in India
Applies artificial intelligence and machine learning techniques to solve complex questions or fuel new business opportunities at Oracle
Architect and document data science platforms and development processes
Work effectively with global teams located in multiple geographical locations
Actively participate as contributor or leader in a team of peer data scientists, understanding the collaborative and transparent relationships with engineering and product teams and the ways of working of an Agile environment
Make consistent use of solid verbal, interpersonal and written communication skills to carefully document findings and share results with various stakeholders.

Qualification:
An advanced degree in Computer Science, Statistics, Engineering, Mathematics, or another relevant quantitative field
Minimum 10-12 years of experience in data management, analytics, software development, data mining or data science
Minimum of 7 years of hands-on experience working in machine learning, with familiarity across a variety of supervised and unsupervised techniques
Minimum 5 years of manager experience in managing 5 to 10 directs
Proficiency with several years’ experience in more than one of Python, R, Java, C++, Scala, and Spark
Experience with big data processing engines like Spark, Kafka is a plus
Proficiency in using query languages such as SQL and its adaptations
Experience with horizontally scalable data stores such as Hadoop and other NoSQL technologies such as Map Reduce, Spark, HBase, and associated schemas
Working experience in data warehousing, data integration, and visualization is a plus
Experience with application of Agile and iterative development practices and DevOps processes
Team player with great communication and presentation skills.
Detailed Description and Job Requirements
Manage a team that designs, develops, troubleshoots and debugs software programs for databases, applications, tools, networks etc.

As a manager of the software engineering division, you will apply your knowledge of software architecture to manage software development tasks associated with developing, debugging or designing software applications, operating systems and databases according to provided design specifications. Build enhancements within an existing software architecture and suggest improvements to the architecture.

Manages and controls activities in multi-functional areas of sections. Ensures appropriate operational planning is effectively executed to meet Corporate specifications. Demonstrated leadership and people management skills. Strong communication skills, analytical skills, thorough understanding of product development. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience."
Data Entry Internship,"Varanasi, Uttar Pradesh",SkillSanta,"₹5,000 a month",Organic,"About the company:
SkillSanta (officially registered as Interviewmiles Private Limited) is a startup based in Bangalore (Karnataka) also having an office in Varanasi (Uttar Pradesh). SkillSanta is a platform that aims to transform the way people attempt getting a job. India has a serious skills shortage issue with jobs staying vacant because there simply aren't enough skilled people and on the other hand we have millions unemployed. SkillSanta is highly professional with an exceptional quality of service, leading the way with bold new concepts, and determined to achieve improved services continuously. We are hiring partners with 100+ companies including Fortune 500 companies and hugely funded startups. Why work with us: Startup environment, exposure to learning and enhancing skills, growth opportunity, opportunity to work with the core team. We can provide you with great learning and exposure in your fields during your internship with us.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Ensure proper running of databases by means of timely data input 2. Process the data to execute algorithm machine learning 3. Feed the data for smooth running of Artificial Intelligence 4. Recourse to data cleaning methods (for instance, promote usability, fill holes, etc.) 5. Stay in touch with specialists in data gathering to avoid any discrepancy 6. Enter identifiable information in order to execute data tracking activities
Who can apply:
Only those students or freshers can apply who:
are available for full time (in-office) internship
have relevant skills and interests
can start the internship between 27th Jan'20 and 26th Feb'20
are available for duration of 6 months
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Number of internships/jobs available: 3
Categories: Data Entry,Operations,MBA"
Senior ASIC Engineer - Hardware,"Bengaluru, Karnataka",NVIDIA,None,Organic,"Senior ASIC Engineer, Verification
NVIDIA is seeking passionate, highly motivated, and creative senior ASIC verification engineers to be part of its Graphics team working on the design of state of the art memory subsystem components used in their industry-leading Graphics Processors and Tegra SOCs. This position offers the opportunity to have real impact in a dynamic, technology-focused company impacting product lines ranging from consumer graphics to self-driving cars and the growing field of artificial intelligence. We have created a team of exceptional people stretching around the globe, whose mission is to push the frontiers of what is possible today and define the platform for the future of computing.
In this position, you will be expected to plan and implement IP/Cluster/SOC functional verification of designs that constitute our Graphics Processors and Tegra SOCs. You would work on creating regression plans for code as well as functional coverage closure. You would perform pre-silicon validation activities such as XPROP simulations and GLS.
What you’ll be doing:
Own ASIC verification of IP/Cluster for complicated designs in RTL.
Work with HW architects and designers to make the right implementation choices.
Interact with the Performance verification teams to augment verification through dynamic simulations and/or Formal verification techniques.
You will work with the specifications and ensure functional and code coverage of all the RTL which you will verify.
Work with and enable FPGA and S/W teams to ensure that S/W is tested.
You will be involved with post-silicon verification and debug
What we need to see:
BS / MS with 2+ years of design experience
Experience in ASIC verification of complex design units for at least one or two projects
Exposure to design and verification tools (VCS or equivalent simulation tools, debug tools like Debussy, GDB)
Exposure to System Verilog and UVM based methodology for ASIC verification is highly desired.
Ways to stand out from the crowd:
Knowledge of Memory controllers or prior experience with verification of IP/clusters involving access to Memory.
Working knowledge of DRAM specifications like HBM and LPDDRx memory standards.
Good debugging and problem solving skills
Scripting knowledge (Python/Perl/shell)
Good interpersonal skills and ability & desire to work as a part of a team
NVIDIA is widely considered to be one of the technology world’s most desirable employers. We have some of the most brilliant and talented people in the world working for us. If you are creative, autonomous and love a challenge, we want to hear from you. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
Site Reliability Engineer,"Mumbai, Maharashtra",Fractal.ai,None,Organic,"About Fractal Analytics:
Fractal is one of the most prominent players in the Artificial Intelligence space. Fractal's mission is to power every human decision in the enterprise and uses the power of AI to help the world's most admired Fortune 500 companies. Fractal has consistently been rated as India's best companies to work for, by The Great Place to Work® Institute. Fractal has been featured as a leader in the Customer Analytics Service Providers Wave™ 2019 by Forrester Research, and recognized as an ""Honorable Vendor"" in 2019 magic quadrant for data & analytics by Gartner.

Job Responsibilities:
Build, improve, and maintain CI/CD pipelines.
Collaborate with engineers to ship new features and help improve existing ones.
Improve infrastructure through automation – build/deploy/rollback/provision/forecast.
Develop helm charts for new microservices.
Install and maintain multiple Kubernetes clusters.
Implement and/or improve monitoring, dashboarding, and alerting systems.
Optimize systems for uptime, performance, resilience, reliability.
Create different types of automated system tests.
Create and maintain configuration scripts.
Assist the ventures to create API documentation/Integration Artifacts and publish the same.
Desired/Preferred Skills:
Expertise with one cloud platform (AWS, GCP, Azure, SCP), familiarity with others is a plus.
Expertise with Salt Stack, Terraform, Docker, Kubernetes, Helm, Jenkins, GitLab, Linux.
Understanding of infrastructure as code methodology
Exposure to work in DevOps or Agile(Scrum) delivery teams
Experience in configuration management processes and working experience on GIT and SVN
Recognize something isn't working properly and feel secure in troubleshooting it.
Hunger to learn new technologies as they arise; each SKU has different needs
Understand distributed systems in depth and how the components of a web app fit together.
Proven ability to gather business requirements and translate them into functional and technical solutions.
Ability to work on multiple products simultaneously.
Years of Experience:
6 to 7 years experince
4+Years of experience in DevOp
Education Qualification:
B.E / B.Tech, BCA, MCA equivalent"
Web Development Internship,"Gurgaon, Haryana",Hipstercart Shopping Private Limited,"₹25,000 a month",Organic,"About the company:
We are a funded startup founded by IIT Delhi graduates. We are trying to disrupt fashion e-commerce in India using artificial intelligence for styling. We like to think of ourselves as the next generation fashion marketplace powered by AI to provide personalized shopping experiences.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Design, develop, edit and maintain web-based PHP applications 2. Manage, optimize and maintain database 3. Manage app infrastructure on AWS 4. Ensure HTML, CSS, and shared JavaScript is valid and consistent across applications 5. Utilize backend data services and contribute to increasing existing data services API 6. Lead the entire web application development life cycle right from concept stage to delivery and launch
Who can apply:
Only those students or freshers can apply who:
are available for full time (in-office) internship
have relevant skills and interests
can start the internship between 17th Jan'20 and 16th Feb'20
are available for duration of 2 months
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Number of internships/jobs available: 1
Categories: Web Development,Computer Science,Engineering"
Solution Architect,"Gurgaon, Haryana",EY,None,Organic,"Required experience:
Strong experience in problem solving and driving change through technology
Total experience between 8-12 years
Should have an experience of managing or supporting workstreams / project initiatives in large scale transformation projects.
Must have led few strategic and high impact innovation / automation projects as the project lead which involved interactions with executives from business (process) side and the technology side.

Competencies/ skills
Assess End to End processes to identify improvement/automation opportunities and create automation/transformation roadmap
Well versed with contemporary technologies & leading tools, RPA (attended/unattended) automation, Machine learning, Artificial Intelligence and Analytics, also have a proven record of implementing large scale Transformation project
Experience in process due diligence and diagnostics, building solutions and process restructuring.
Ability to set up lag and lead indicators for measurement in the system. Build and drive calibration models to drive standardization across onshore and offshore.
Ability to decipher metrics both independent and derived.
Experience in delivering end to end projects delivering on key metrics around customer satisfaction, cost reduction and efficiency improvement.
Collaborate with various functions to ensure the system solutions meet the functional requirements
Excellent Communication skills, result-oriented, self-driven person with a high energy level, analytical and structured with extensive experience in managing a high-performance team"
Test Management,"Bengaluru, Karnataka",Accenture,None,Organic,"Job Description
Accenture Technology powers our clients’ businesses with innovative technologies—established and emerging—changing the way their people and customers experience work, life and entertainment. Join Accenture Technology and you’ll translate the operational needs of the world’s governments and leading businesses into the innovative technical solutions that will enable them to better serve their customers—your friends, family and neighbors. You’ll deliver everything from point solutions for a single business function to large, long-term outsourcing services, to complex systems integration installations spanning multiple businesses and functions. You’ll create custom-designed solutions or integrate our technology platforms with their operations. Role : Test Automation Lead (Only female candidate) Role Description : Lead the transformation of testing into a continuous and efficient end-to-end quality engineering function through the use of quality processes, tools, and methodologies significantly improving control, accuracy and integrity. Evolve more predictive and intelligent testing approaches based on automation and innovative testing products and solutions. Must have Skills : Test Strategy/Test Architect Good to Have Skills : No Technology Specialty Job Requirements : M_Proficient in one domain OR one package proficient in test automation Ability to conduct assessment, diagnose issues, provide improvement recommendation and road map Proficiency in writing technical and commercial sections of testing proposals Ability to make client presentations and hold technical and commercial discussions Must Have: Proficient in one domain OR one package proficient in test automation Ability to conduct assessment, diagnose issues, provide improvement recommendation and road map Proficiency in writing technical and commercial sections of testing proposals Ability to make client presentations and hold technical and commercial discussions Good to Have: 1 Architecture skills 2 Artificial intelligence and machine learning

Qualifications
15 years of full time education"
Principal Engineer,"Bengaluru, Karnataka",Aspect Software Inc,None,Organic,"Aspect employs a team of passionate individuals who are changing the face of customer engagement. Over our 40-year history we have empowered employees by creating an inspired community that values customer obsession, unlocked communications and relentless innovation. Our ability to think big has enabled us to continually evolve and lead the market, and to stay on the forefront with exciting technologies including cloud, mobile and artificial intelligence.

Job Description
GENERAL SCOPE & SUMMARY
With direct management and mentoring of a Senior Engineer or higher, an Associate Engineer contributes as a team member for development, unit testing, and defect resolution of a specific area of a product component or test tool component. The Associate Engineer leverages computer programming languages and other specific technologies required to develop and maintain the component at a novice level.
PRIMARY ROLE & RESPONSIBILITIES
Analyzes, programs, debugs, and does ongoing modification to selected areas of a software component, under the mentorship of more senior staff.
Code may be used in commercial end-user applications, prototypes, or in test tools or other supporting programs.
Using the required programming languages and other technologies, writes code, completes programming, and performs testing and debugging of application components.
Completes internal documentation and procedures for ongoing maintenance of the code and for the use of the code by other developers.
May interact with internal cross-functional members to better understand system requirements and/or necessary modifications.
Develops and/or executes implementation according to the project plans and priorities provided by more senior staff.
May participate in development in any of a range of product areas such as thin client, rich client, server, installation, communication layers, and so forth.
Qualifications
Required Skills:
Experience level - 4+ years
Strong proficiency in C++ 14 Standards
Design and Implementation experience using Data structures, Design Patterns, STL
Good knowledge of Multi-threading, Socket Programming
Identify Performance Bottlenecks and derive solution to fix problems.
Strong debugging skills
Development environment in Windows or Linux

Desired Skills
Experience in Telephony Services
Experience in Source Control & CI - Clear Case, Git repository.
AWS Cloud Technologies
Azure Cloud Technologies
LI-SS1
Aspect is an equal opportunity/affirmative action employer with a strong commitment to diversity. In that spirit, we are particularly interested in receiving applications from a broad spectrum of people, including women, minorities, individuals with disabilities, veterans or any other legally protected group."
